type,event,year,abbreviation,nameEn,nameFr,address,representative,comments,source1,source2,officeType,currentStateName,previousStateName
NGO,,1965,,International Council of Jewish Women,Conseil international des femmes juives,"8b, avenue de Miremont",PR - Miriam Warburg,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1967,,International Council of Jewish Women,Conseil international des femmes juives,"8b, avenue de Miremont",PR - Miriam Warburg,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1970,,International Council of Jewish Women,Conseil international des femmes juives,"7, champ d'Anier (Petit Saconnex)",PR - Shirley Enkapa,,https://archives.ungeneva.org/international-council-of-jewish-women-conseil-international-des-femmes-juives/download?token=790b75aa29a37c732d48bd2c36cf2aadbe4604d8e3e8d0b34568730451205f4d,,,,
NGO,,1973,,International Council of Jewish Women,Conseil international des femmes juives,"30, chemin Valérie",PR- Stephen Solender,,https://archives.ungeneva.org/international-council-of-jewish-women-conseil-international-des-femmes-juives/download?token=790b75aa29a37c732d48bd2c36cf2aadbe4604d8e3e8d0b34568730451205f4d,,,,
NGO,,1952,,International League for the Rights of Man,Ligue internationale des droits de l'homme,"2, rue de Candolle",PR - Prof. André de Maday,,https://archives.ungeneva.org/international-league-for-the-rights-of-man/download?token=8ac5d7b04121fa625db6666ed28997838a9e9aef9c9588948412fca8b1a904b6,,,,
NGO,,1952,,International League for the Rights of Man,Ligue internationale des droits de l'homme,"12, rue du Vieux Collège",PR- Gertrude Haer,WILPF represents League,https://archives.ungeneva.org/international-league-for-the-rights-of-man/download?token=8ac5d7b04121fa625db6666ed28997838a9e9aef9c9588948412fca8b1a904b6,,,,
NGO,,1959,,International League for the Rights of Man,Ligue internationale des droits de l'homme,"28, Château-Banquet",PR - Hans Riesser,,https://archives.ungeneva.org/international-league-for-the-rights-of-man/download?token=8ac5d7b04121fa625db6666ed28997838a9e9aef9c9588948412fca8b1a904b6,,,,
NGO,,1963,,International League for the Rights of Man,Ligue internationale des droits de l'homme,"28, Château-Banquet",PR - Hans Riesser,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1964,,International League for the Rights of Man,Ligue internationale des droits de l'homme,"28, Château-Banquet",PR - Hans Riesser,,https://archives.ungeneva.org/international-league-for-the-rights-of-man/download?token=8ac5d7b04121fa625db6666ed28997838a9e9aef9c9588948412fca8b1a904b6,,,,
NGO,,1965,,International League for the Rights of Man,Ligue internationale des droits de l'homme,"28, Château-Banquet",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1967,,International League for the Rights of Man,Ligue internationale des droits de l'homme,"28, Château-Banquet",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1969,,International League for the Rights of Man,Ligue internationale des droits de l'homme,"132, rue de Lausanne (HEI)",PR- Harish Kapur,,https://archives.ungeneva.org/international-league-for-the-rights-of-man/download?token=8ac5d7b04121fa625db6666ed28997838a9e9aef9c9588948412fca8b1a904b6,,,,
NGO,,1965,,,Organisation afro-asiatique de coopération économique,"9, Crêts de Champel",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1967,,,Organisation afro-asiatique de coopération économique,"9, Crêts de Champel",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1963,,,Organisation internationale des femmes sionistes,"27, quai du Mont-Blanc",,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1965,,,Organisation internationale des femmes sionistes,La Sabline (Anières),,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1967,,,Organisation internationale des femmes sionistes,La Sabline (Anières),,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1955,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"14, chemin de Malombré",PR- Otten-Sosser,,no,,,,
NGO,,1956,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"14, chemin de Malombré",PR- Otten-Sosser,,no,,,,
NGO,,1957,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"14, chemin de Malombré",PR- Otten-Sosser,,no,,,,
NGO,,1958,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"14, chemin de Malombré",PR- Otten-Sosser,,,,,,
NGO,,1959,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"14, chemin de Malombré",Otten-Sosser informs about change of address,,,,,,
NGO,,1960,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"22, avenue de Champel",PR- Otten-Sosser,,,,,,
NGO,,1963,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"22, avenue de Champel",PR- Otten-Sosser,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1965,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"22, avenue de Champel",PR- Otten-Sosser,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1964,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"22, rue de Champel",PR,,YB1964-65,,,,
NGO,,1967,,International Union of Inland Navigation,Union internationale de la navigation fluviale,"22, avenue de Champel",PR- Otten-Sosser,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1959,,International Association for Social Progress,Association internationale pour le progrès social,"29b, avenue de Miremont",PR- Moise Barenstein,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1960,,International Association for Social Progress,Association internationale pour le progrès social,"29b, avenue de Miremont",PR- Moise Barenstein,,https://archives.ungeneva.org/ngos-human-rights-commission/download?token=06fc0225f497a66f2b0d62c546bbb5fc17025e4b1e54a94defe54ab53c0f12f7,,,,
NGO,,1967,,International Association for Social Progress,Association internationale pour le progrès social,"29b, avenue de Miremont",PR- Moise Barenstein,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1969,,International Association for Social Progress,Association internationale pour le progrès social,"4, place du Molard",PR- prof. Alexandre Barenstein (appointed for a few months),,,,,,
NGO,,1970,,International Association for Social Progress,Association internationale pour le progrès social,"36, avenue Krieg",PR- Jacqueline Berenstein-Wavre (replaces prof. Alexandre Barenstein),,https://archives.ungeneva.org/ngos-international-association-for-social-progress/download?token=5cb938da092a0a8589fc48a4eaf9ffd48e4ec5da5374109258244b68dc5e5693,,,,
NGO,,1965,,,Fédération internationale des assistants sociaux et des assistantes sociales,"5, route de Meyrin",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1963,,,Union internationale des organismes familliaux,"5, quai Capo d'Istria",,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1965,,,Union internationale des organismes familliaux,"5, quai Capo d'Istria",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1967,,,Union internationale des organismes familiaux,"5, quai Capo d'Istria",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1963,,World Federation of Catholic Youth,Fédération internationale de la jeunesse catholique,"5, place Claparède",,,https://archives.ungeneva.org/world-federation-of-catholic-youth/download?token=36631b6833f5198564e9ce4ec1aacafd1aa4f8b68dc10971c5e3eef3599523be,,,,
NGO,,1965,,World Federation of Catholic Youth,Fédération internationale de la jeunesse catholique,"5, place Claparède",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1962,,Association for the Study of World Refugee Problem,Association pour l'étude du problème mondial des réfugiés,"7, avenue de la Paix",,Est. In 1955 (seat Vaduz),https://archives.ungeneva.org/ngos-association-for-the-study-of-world-refugee-problem/download?token=0cfad2d6fef8c2c2d27a72c44523affb7c49d91b412c2ba9d833fbf61d02a6f0,,,,
NGO,,1963,,Association for the Study of World Refugee Problem,Association pour l'étude du problème mondial des réfugiés,"7, avenue de la Paix",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1963,,,Comité de coordination d'organisations juives,"5, avenue de Champel",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1963,,World Union for Progressive Judaism,Union mondiale pour le judaisme libéral,"32, quai Gustave Ador",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,https://archives.ungeneva.org/correspondence-with-world-union-for-progressive-judaism-london/download?token=1f70a8c74bed69484d95063bcdff1165664a451cb636b4b2ea5c9a39bcfcbb1d,,,
NGO,,1963,,,Association internationale des éducateurs indadptés,"11, rue Calvin",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1954,,Brethren Service Commission,,"17, route de Malagnou",PR- MR zigler,,https://archives.ungeneva.org/correspondence-with-and-concerning-standing-conference-of-voluntary-agencies-working-for-refugees/download?token=5a1334ac1f897dab37a15dc2e621b20fe6e7bcc84116b28bd1725c35a29b105b,,,,
NGO,,1959,,World Veteran Association,,"18, boulevard James Fazy",PR- A. Ronconi,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1959,,International Commission Against Concentration Camp Practices,,"20bis, avenue Thonex",Pr- Gilbert Ceffa,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1959,,Catholic International Education Office,,"1, rue de Cornavin",PR- RP.L.Grond,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1959,,International Federation of Free Journalists,,"65, route du Chêne",PR- NM Zaleski,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1948,,,Conférence internationale des Union Nationales de sociétés mutuelles et des caisses d'assurance-maladie,"9, rue Gautier",,,https://archives.ungeneva.org/conference-of-non-governmental-organizations-session-may-1948-arrangements-and-agenda/download?token=4476b3cbefadf245a1c8bb80d97326b3282065185de92b0962ec9cef6f865cd7,,,,
NGO,,1948,,,Mouvement Sufi - Centre international,"5, rue Beaumont",Louis Juilleret,,https://archives.ungeneva.org/conference-of-non-governmental-organizations-session-may-1948-arrangements-and-agenda/download?token=4476b3cbefadf245a1c8bb80d97326b3282065185de92b0962ec9cef6f865cd7,,,,
NGO,,1948,,World Union of Women for International Concord,Union mondiale de la femme pour la concrode internationale,"37, quai Wilson",,,https://archives.ungeneva.org/conference-of-non-governmental-organizations-session-may-1948-arrangements-and-agenda/download?token=4476b3cbefadf245a1c8bb80d97326b3282065185de92b0962ec9cef6f865cd7,,,,
NGO,,1948,,International League for the Protection of Native Races,Ligue internationale pour la défense des indigènes,Cartigny (Genève),,,https://archives.ungeneva.org/conference-of-non-governmental-organizations-session-may-1948-arrangements-and-agenda/download?token=4476b3cbefadf245a1c8bb80d97326b3282065185de92b0962ec9cef6f865cd7,,,,
NGO,,1948,,International Commission on the Teaching of Mathematics,,"110, route de Florissant",,,https://archives.ungeneva.org/conference-of-non-governmental-organizations-session-may-1948-arrangements-and-agenda/download?token=4476b3cbefadf245a1c8bb80d97326b3282065185de92b0962ec9cef6f865cd7,,,,
NGO,,1972,,Special NGO Committee on Disarmament,,"41, rue de Zurich",,,https://archives.ungeneva.org/ngos-general-special-ngo-committee-on-disarmament/download?token=b99947fa966d972d2f9d89e3de1d5a0de5de06ae85406f3e2a17ae241a8e7a12,,,,
NGO,,1973,,,Association mondiale pour l'école instrument de paix,"27, rue des Eaux-Vives",,,https://archives.ungeneva.org/ngos-preliminary-requests-for-consultation-status/download?token=ef8cf286f34460c1bf1e675edea2b8d91c736a6aac68ac8ea46c6ed13e453b5e,,,,
NGO,,1967,,International Saving Banks Institute,,"18, rue du Marché",,,https://archives.ungeneva.org/union-of-international-associations-bruxelles-various-correspondence-concerning-the-handbook-monthly-bulletin-3/download?token=f327cb951fec4bfa966173a06e558f42e5f41bb35a9f8cc95fade1a19d8b638a,,,,
NGO,,1920,,International bureau for the Defence of the rights of peoples,Bureau international pour la défense du droit des peuples,"17, rue de la prairie",,,HB,https://archives.ungeneva.org/bureau-international-pour-la-defense-du-droit-des-peuples-dr-marie-rusiecka-geneva-encloses-a-memorial-summarizing-the-aims-of-the-bureau-and-requests-that-it-be-transmitted-to-the-assembly-of-the-league-of-nations-annexes-documents-sh/download?token=fc1eb292999283ca2cc0e4837fab604b1441ccc15f360d5fcf6dcdd1372e14ba,,,
NGO,,1921,,International bureau for the Defence of the rights of peoples,Bureau international pour la défense du droit des peuples,"17, rue de la prairie",,,HB,,,,
NGO,,1922,,International bureau for the Defence of the rights of peoples,Bureau international pour la défense du droit des peuples,"30, rue verdaine",,,Archives,https://archives.ungeneva.org/ligue-internationale-pour-la-defense-des-droits-des-peuples-secretariat-de-la-ligue-internationale-pour-la-defense-des-droits-des-peuples-geneve-communique-les-textes-de-diverses-resolutions-presentees-par-la-delegation-de-cette-ligue-/download?token=dba34b6978b7d553d69674449b5b8766b7e14331357d60ee82ef36782b59a765,,,
NGO,,1921,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"Chemin de Fournes, Champel",,,HB,,,,
NGO,,1925,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"30, rue Verdaine",,,HB / archives,https://archives.ungeneva.org/collaboration-entre-le-secretariat-et-le-bureau-international-pour-la-defense-des-indigenes/download?token=c7539dd7ee0be70e59b0402caa6c1c3fe7ffc39d4dfdf1e3b49468f5b2bc9d4e,,,
NGO,,1926,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"30, rue Verdaine",,,HB,,,,
NGO,,1928,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"4, rue Charles Bonnet",,,Permanent Centre of International Information in Geneva / archives,https://archives.ungeneva.org/convention-relative-a-lesclavage-signee-a-geneve-le-25-septembre-1926-correspondance-avec-le-bureau-international-pour-la-defense-des-indigenes-geneve/download?token=c5b65da0a6255db8f8b4e5b8ea8929414d1916e03993ab2d586c812913743a9f,,,
NGO,,1929,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"4, rue Charles Bonnet; 3, place de la Taconnerie",,,Permanent Centre of International Information in Geneva / archives,https://archives.ungeneva.org/correspondance-avec-le-bureau-international-pour-la-defense-des-indigenes/download?token=8b76fd90bc9dc6322929c34e590204bf7a8ef209b6896a04d4c85f22ff0b1cf5,,,
NGO,,1930,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"3, place de la Taconnerie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1931,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"3, place de la Taconnerie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1932,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"3, place de la Taconnerie",,,archives,https://archives.ungeneva.org/4dp4-9tcf-h5b3/download?token=4c8edc35b4d3e25905423f88bd4d5d8edaf2d187b1d3b9f111cf6d8b5b48a50d,,,
NGO,,1933,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"3, place de la Taconnerie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1934,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"3, place de la Taconnerie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1935,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"3, place de la Taconnerie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1936,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Bureau international pour la défense des indigènes,"3, place de la Taconnerie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1938,,International Office for the protection of Native Races / Bureau for the Defense of Indigenous Peoples,Ligue internationale pour la défense du droit des peuples,"3, place de la Taconnerie",,,HB,,,,
NGO,,1927,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1928,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1929,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva / HB,,,,
NGO,,1930,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1931,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1932,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1933,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1934,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1935,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1936,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1938,,International Philarmenian League,Ligue internationale philarménienne,"9, avenue Gaspard Valette",,,HB,,,,
NGO,,1924,,International Committee for Georgia,Comité international pour la Géorgie,"5, boulevard du Théatre",,,HB,,,,
NGO,,1924,,International Committee for Georgia,Comité international pour la Géorgie,"12, quai Gustave Ador",,,HB,,,,
NGO,,1927,,International Committee for Georgia,Comité international pour la Géorgie,5 rue Général Dufour,,,Permanent Centre of International Information in Geneva,,,,
NGO,,1928,,International Committee for Georgia,Comité international pour la Géorgie,"5, rue Général Dufour",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1929,,International Committee for Georgia,Comité international pour la Géorgie,"5, rue Général Dufour",,,Permanent Centre of International Information in Geneva / HB,,,,
NGO,,1930,,International Committee for Georgia,Comité international pour la Géorgie,"5, rue Général Dufour",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1931,,International Committee for Georgia,Comité international pour la Géorgie,"12, quai des Eaux-Vives",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1932,,International Committee for Georgia,Comité international pour la Géorgie,"12, quai des Eaux-Vives",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1933,,International Committee for Georgia,Comité international pour la Géorgie,"12, quai des Eaux-Vives",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1934,,International Committee for Georgia,Comité international pour la Géorgie,"12, quai des Eaux-Vives",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1935,,International Committee for Georgia,Comité international pour la Géorgie,"12, quai Gustave Ador",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1936,,International Committee for Georgia,Comité international pour la Géorgie,"12, quai Gustave Ador",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1938,,International Committee for Georgia,Comité international pour la Géorgie,"12, quai Gustave Ador",,,,,,,
NGO,,1927,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"13, rue de la Corraterie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1928,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"13, rue de la Corraterie",,,no,,,,
NGO,,1929,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"13, rue de la Corraterie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1930,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"13, rue de la Corraterie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1931,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"13, rue de la Corraterie",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1933,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,,,,Permanent Centre of International Information in Geneva,,,,
NGO,,1934,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"14, promenade Saint-Antoine",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1935,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"14, promenade Saint-Antoine",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1936,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"14, promenade Saint-Antoine",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1937,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"14, promenade Saint-Antoine",,,no,,,,
NGO,,1938,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"14, promenade Saint-Antoine",,,Archives,,,,
NGO,,1945,,International Alliance against the Third International,Entente internationale contre la IIIe Internationale,"3, rue Maurice",,,TBC,https://archives.ungeneva.org/esgs-efy4-x688/download?token=d74d823a59490b33c2dfc53da98be068bcfe9c2c936f63629d86bf5fa7697e6c,,,
NGO,,1925,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,HB,,,,
NGO,,1926,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,no,,,,
NGO,,1927,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1928,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1929,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva / HB,,,,
NGO,,1930,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1931,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1932,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1933,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,no,,,,
NGO,,1934,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1935,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1936,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,Permanent Centre of International Information in Geneva,,,,
NGO,,1937,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,no,,,,
NGO,,1938,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,no,,,,
NGO,,1945,IPB,International Peace Bureau,Bureau international de la paix,"8, Charles Bonnet",,,TBC,https://archives.ungeneva.org/esgs-efy4-x688/download?token=d74d823a59490b33c2dfc53da98be068bcfe9c2c936f63629d86bf5fa7697e6c,,,
NGO,,1927,IWSA,International Alliance of Women for Suffrage and Equal Citizenhip,Alliance international pour le suffrage et l'action civique et politique des femmes,Pregny (Crêts de),,Address Emilie Gourd (Secretary and representative in Geneva),Permanent Centre of International Information in Geneva,,,,
NGO,,1928,IWSA,International Alliance of Women for Suffrage and Equal Citizenhip,Alliance international pour le suffrage et l'action civique et politique des femmes,Pregny (Crêts de),,,Permanent Centre of International Information in Geneva / Archives,https://archives.ungeneva.org/various-correspondence-with-the-international-alliance-of-women-for-suffrage-and-equal-citizenship/download?token=cdeb9c4497dc8488947cfde51745585397c95fa743814012aa8c1b3ee50c1bcb,,,
NGO,,1929,IWSA,International Alliance of Women for Suffrage and Equal Citizenhip,Alliance international pour le suffrage et l'action civique et politique des femmes,Pregny (Crêts de),,,Permanent Centre of International Information in Geneva,,,,
NGO,,1930,IWSA,International Alliance of Women for Suffrage and Equal Citizenhip,Alliance international pour le suffrage et l'action civique et politique des femmes,Pregny (Crêts de),,,Permanent Centre of International Information in Geneva,,,,
NGO,,1931,IWSA,International Alliance of Women for Suffrage and Equal Citizenhip,Alliance international pour le suffrage et l'action civique et politique des femmes,Pregny (Crêts de),,,Permanent Centre of International Information in Geneva,,,,
NGO,,1932,IWSA,International Alliance of Women for Suffrage and Equal Citizenhip,Alliance international pour le suffrage et l'action civique et politique des femmes,Pregny (Crêts de),,,Permanent Centre of International Information in Geneva,,,,
