year,filterOrgCategory,filterRegion,filterAffiliation,filterIOType,nameEN,nameFR,addressOSM,addressInfoboxDisplay,locationBuilding,city,country,representativeName,representativeGender,event,note1,note2,source1,source2,photos
1970,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,José de la Puente,,,,,B1970_July_1971_Jan_1972_Apr,,
1971,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,José de la Puente,,,,,B1970_July_1971_Jan_1972_Apr,,
1972,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,José de la Puente,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1973,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,Carlos Alzamora Traverso,,representativeChange,Appointed March,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,Carlos Alzamora Traverso,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,Carlos Alzamora Traverso,,,,,B1975_jan,,
1976,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,Alfonso Arias-Schreiber,,representativeChange,Appointed February,,,,
1977,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,Alfonso Arias-Schreiber,,,,,,,
1978,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,Alfonso Arias-Schreiber,,,,,,,
1979,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,Felipe Valdivieso,,representativeChange,Appointed June,,B1979_jan,,
1980,Permanent Representation,South America,,,Peru,Pérou,"1, Rue d'Italie",,,Genève,Switzerland,Felipe Valdivieso,,,,,B1980_jan,,
1981,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Felipe Valdivieso,,addressChange,unknown,,AG1981,,
1982,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Roberto Villaran Koechlin,,representativeChange,Appointed September,,B1982_jan,,
1983,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Roberto Villaran Koechlin,,,,,no,,
1984,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Roberto Villaran Koechlin,,,,,no,,
1985,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,José Carlos Mariategui,,representativeChange,Appointed November,,B1985_jan,,
1986,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,José Carlos Mariategui,,,,,no,,
1987,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,José Carlos Mariategui,,,,,no,,
1988,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Oswaldo de Rivero,,representativeChange,appoinetd June,,B1988_jan,,
1989,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Oswaldo de Rivero,,,,,no,,
1990,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Oswaldo de Rivero,,,,,B1990_mar,,
1991,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Oswaldo de Rivero,,,,,no,,
1992,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Oswaldo de Rivero,,,,,no,,
1993,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,José Urrutia,,representativeChange,Appointed February,,no,,
1994,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,José Urrutia,,,,,no,,
1995,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,José Urrutia,,,,,B1995_april,,
1996,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,José Urrutia,,,,,B1996_april,,
1997,Permanent Representation,South America,,,Peru,Pérou,"63, Rue de Lausanne",,,Genève,Switzerland,Jorge Voto-Bernales,,representativeChange,,,B1997-april,,
1998,Permanent Representation,South America,,,Peru,Pérou,"71, Avenue Louis-Casaï",,,Genève,Switzerland,Jorge Voto-Bernales,,addressChange,,,B1998_april,,
1999,Permanent Representation,South America,,,Peru,Pérou,"71, Avenue Louis-Casaï",,,Genève,Switzerland,Jorge Voto-Bernales,,,,,B1999_april,,
2000,Permanent Representation,South America,,,Peru,Pérou,"71, Avenue Louis-Casaï",,,Genève,Switzerland,Jorge Voto-Bernales,,,,,B2000_april,,
1964,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Vincente Albano Pacis,,,Appoinetd January,,B1964_Jun_Dec,,
1965,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Vincente Albano Pacis,,,,,B1965_Jun_Dec,,
1966,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,representativeChange,,,B1966_Jun_Dec,,
1967,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1967_June_Dec,,
1968,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1968_June_Dec,,
1969,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1969_Oct_Jan1970_(Dec missing),,
1970,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1970_July_1971_Jan_1972_Apr,,
1971,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1970_July_1971_Jan_1972_Apr,,
1972,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1973,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,,,
1976,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,,,
1977,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,,,
1978,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,,,
1979,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"72, Rue de Lausanne",,,Genève,Switzerland,Hortencio J. Brillantes,,,"moves to 47, avenue Blanc",,B1979_jan,,
1980,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Hortencio J. Brillantes,,addressChange,,,B1980_jan,,
1981,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,no,,
1982,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,no,,
1983,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,no,,
1984,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,no,,
1985,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Hortencio J. Brillantes,,,,,B1985_jan,,
1986,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Mme Rosalinda De Perio-Santos,Woman,representativeChange,Appointed November,,no,,
1987,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Mme Rosalinda De Perio-Santos,Woman,,,,no,,
1988,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Mme Rosalinda De Perio-Santos,Woman,,,,B1988_jan,,
1989,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Mme Narcisa L. Escaler,Woman,representativeChange,Appointed June,,no,,
1990,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Mme Narcisa L. Escaler,Woman,,,,B1990_mar,,
1991,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Mme Narcisa L. Escaler,Woman,,,,no,,
1992,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Lilia R. Bautista,Woman,representativeChange,,,no,,
1993,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Lilia R. Bautista,Woman,,,,no,,
1994,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Lilia R. Bautista,Woman,,,,no,,
1995,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Lilia R. Bautista,Woman,,,,B1995_april,,
1996,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Lilia R. Bautista,Woman,,,,no,,
1997,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Lilia R. Bautista,Woman,,,,no,,
1998,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Lilia R. Bautista,Woman,,,,no,,
1999,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Lilia R. Bautista,Woman,,,,B1999_april,,
2000,Permanent Representation,South-eastern Asia,,,Philippines,Philippines,"47, Avenue Blanc",,,Genève,Switzerland,Samuel T. Ramel,,representativeChange,,,,,
1921,Permanent Representation,Eastern Europe,,,Poland,Pologne,"31, Quai du Mont-Blanc",,,Genève,Switzerland,Simon Askenazi,,established,"Est. Jan. 1921

Jean Perlowski (Head Polish Secretariat Geneva) /",,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download?token=dc106b426b70e8f0031a0bf543b998e00d0203b25a706937aee8831d7e961735,https://archives.ungeneva.org/office-circular-contact-between-national-governments-and-the-international-secretariat-list-of-delegations-Appointed-to-conduct-correspondence-etc-with-the-secretariat/download?token=e7c1a46dbac7cfc8701d4c880b2187f9c48e69e1ea387dfc7d0df7d7baf89a40,
1922,Permanent Representation,Eastern Europe,,,Poland,Pologne,"31, Quai du Mont-Blanc",,,Genève,Switzerland,Simon Askenazi,,,"Gwiazdowski (Secretary Delegation), Askenazy (PR)",,https://archives.ungeneva.org/office-circular-contact-with-states-members-of-the-league-of-nations-2/download?token=22beddcb97c0433521349bdaf1501bc275657dc2ccfb9d21f496ede7e41c5226,,
1923,Permanent Representation,Eastern Europe,,,Poland,Pologne,"31, Quai du Mont-Blanc",,,Genève,Switzerland,Simon Askenazi,,,,,https://archives.ungeneva.org/representation-de-la-pologne-a-la-quatrieme-assemblee-1923/download?token=12c1bf45af42f192f995c4c00e94a139ae0936f155f335a696765026ae8f86c5,,
1924,Permanent Representation,Eastern Europe,,,Poland,Pologne,"31, Quai du Mont-Blanc",,,Genève,Switzerland,Jean de Modzelewski,,,"The Polish delegation is temporarily headed by Jean de Modzelewski, ambassador of Poland in Bern",,https://archives.ungeneva.org/dossier-relatif-aux-communications-entre-le-secretariat-et-le-gouvernement-polonais/download?token=c3d8d18f878ecbba364af271803fa19dafd1c83b8a6bbca08f7bd7ea9ca5010c,,
1925,Permanent Representation,Eastern Europe,,,Poland,Pologne,"33, Quai Wilson",,,Genève,Switzerland,Gaetan Morawski,,addressChange,,,https://archives.ungeneva.org/dossier-relatif-aux-communications-entre-le-secretariat-et-le-gouvernement-polonais/download?token=c3d8d18f878ecbba364af271803fa19dafd1c83b8a6bbca08f7bd7ea9ca5010c,https://archives.ungeneva.org/office-circular-communication-with-the-government-of-poland-appointment-of-m-gaetan-morawski,
1925,Permanent Representation,Eastern Europe,,,Poland,Pologne,"33, Quai Wilson",,,Genève,Switzerland,Gaetan Morawski,,representativeChange,,,https://archives.ungeneva.org/dossier-relatif-aux-communications-entre-le-secretariat-et-le-gouvernement-polonais/download?token=c3d8d18f878ecbba364af271803fa19dafd1c83b8a6bbca08f7bd7ea9ca5010c,,
1926,Permanent Representation,Eastern Europe,,,Poland,Pologne,"33, Quai Wilson",,,Genève,Switzerland,François Sokal,,representativeChange,,,https://archives.ungeneva.org/dossier-relatif-aux-communications-entre-le-secretariat-et-le-gouvernement-polonais-3/download?token=69ea770755b25ccc5fb5dcaca4eb208f17b1363c2f423e973efa35ded7252992,,
1927,Permanent Representation,Eastern Europe,,,Poland,Pologne,"33, Quai Wilson",,,Genève,Switzerland,François Sokal,,,,,https://archives.ungeneva.org/dossier-relatif-aux-communications-entre-le-secretariat-et-le-gouvernement-polonais-3/download?token=69ea770755b25ccc5fb5dcaca4eb208f17b1363c2f423e973efa35ded7252992,,
1928,Permanent Representation,Eastern Europe,,,Poland,Pologne,"12, Rue Charles-Galland",,,Genève,Switzerland,François Sokal,,addressChange,new address PD,,,,
1929,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,François Sokal,,addressChange,new address PD,,https://archives.ungeneva.org/communications-with-national-gouvernments-various-correspondence-respecting-the-appointment-of-permanent-representatives-to-the-league/download,,
1930,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,François Sokal,,,,,,,
1931,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,François Sokal,,,PR blank here?,,https://archives.ungeneva.org/b59k-sxqm-kfbw/download?token=a5c0316e3c0e125a12a1f2f324357864f73ea42794c6c80e3ad351e499f82e6b,,
1932,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,François Sokal,,,,,,,
1933,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Comte Edward Raczynsky,,representativeChange,Appointed,,,,
1934,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Comte Edward Raczynsky,,,,,,,
1935,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Titus Komarnicki,,representativeChange,Appointed,,,,
1937,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Titus Komarnicki,,,,,,,
1938,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Titus Komarnicki,,closed,,,,,
1948,Permanent Representation,Eastern Europe,,,Poland,Pologne,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Jacek Rudziński,,addressChange,Appointed,,UN Archives,,
1948,Permanent Representation,Eastern Europe,,,Poland,Pologne,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Jacek Rudziński,,representativeChange,Appointed,,UN Archives,,
1949,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,,,,,,AG49,,
1950,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Stefan Rozmaryn,,representativeChange,Permanent Mission,,UN Archives,,
1951,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Stefan Rozmaryn,,,Permanent Mission,,UN Archives,,
1952,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Stefan Rozmaryn,,,Permanent Mission,,UN Archives,,
1953,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Stefan Rozmaryn,,,Permanent Mission,,UN Archives,,
1954,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Stefan Rozmaryn,,,Permanent Mission,,UN Archives,,
1955,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Stefan Rozmaryn,,,,,B1955,,
1956,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Jerzy Jurkiewicz,,,,,B1956_jun,,
1957,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Adam Meller-Conrad,,representativeChange,,,B1957_June_Dec,,
1958,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Adam Meller-Conrad,,,,,1958_June_Dec,,
1959,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Adam Meller-Conrad,,,,,B1959_June_Dec,,
1960,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Adam Meller-Conrad,,,,,B1960_June_Dec,,
1961,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Adam Meller-Conrad,,,,,B1961_Jan_Dec,,
1962,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Adam Meller-Conrad,,,,,B1962_June_Dec,,
1963,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Adam Meller-Conrad,,,,,B1963_Jun_Dec,,
1964,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Adam Meller-Conrad,,,,,B1964_Jun_Dec,,
1965,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Henryk Jaroszek,,representativeChange,Appointed November,,B1965_Jun_Dec,,
1966,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Henryk Jaroszek,,,,,B1966_Jun_Dec,,
1967,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Henryk Jaroszek,,,"Bureau du représentant permanent auprès de GATT, 64-66, rue de Lausanne",,B1967_June_Dec,,
1968,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Henryk Jaroszek,,,"Bureau du représentant permanent auprès de GATT, 64-66, rue de Lausanne",,B1968_June_Dec,,
1969,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Wlodzimierz Natorf,,,"Bureau du représentant permanent auprès de GATT, 64-66, rue de Lausanne; Appointed in September",,B1969_Oct_Jan1970_(Dec missing),,
1970,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Wlodzimierz Natorf,,,,,B1970_July_1971_Jan_1972_Apr,,
1971,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Wlodzimierz Natorf,,,,,B1970_July_1971_Jan_1972_Apr,,
1972,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Wlodzimierz Natorf,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1973,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Eugeniusz Wyzner,,representativeChange,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Eugeniusz Wyzner,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Eugeniusz Wyzner,,,,,B1975_jan,,
1976,Permanent Representation,Eastern Europe,,,Poland,Pologne,"4, Rue Munier-Romilly",,,Genève,Switzerland,Eugeniusz Wyzner,,,,,AG76,,
1977,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Eugeniusz Wyzner,,addressChange,,,B1977_Sept,,
1978,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumil Sujka,,representativeChange,Appointed September,,,,
1979,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumil Sujka,,,,,B1979_dec,,
1980,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumil Sujka,,,,,no,,
1981,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumil Sujka,,,,,no,,
1982,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumil Sujka,,,,,B1982_jan,,
1983,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Stanislaw Turbanski,,representativeChange,,,no,,
1984,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Stanislaw Turbanski,,,,,no,,
1985,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Stanislaw Turbanski,,,,,B1985_jan,,
1986,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Stanislaw Turbanski,,,,,B1986_jan,,
1987,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumi Sujka,,representativeChange,,,,,
1988,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumi Sujka,,,,,B1988_jan,,
1989,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumi Sujka,,,,,,,
1990,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumi Sujka,,,,,B1990_mar,,
1991,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Bogumi Sujka,,,,,no,,
1992,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Ludwik Dembinski,,representativeChange,appoinetd July,,no,,
1993,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Ludwik Dembinski,,,,,no,,
1994,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Ludwik Dembinski,,,,,no,,
1995,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Ludwik Dembinski,,,,,B1995_april,,
1996,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Ludwik Dembinski,,,,,no,,
1997,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Krzysztof Jakubowski,,representativeChange,Appointed August,,B1997_april,,
1998,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Krzysztof Jakubowski,,,,,no,,
1999,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Krzysztof Jakubowski,,,,,no,,
2000,Permanent Representation,Eastern Europe,,,Poland,Pologne,"15, L'Ancienne Route","15, Chemin de L'Ancienne Route",,Genève,Switzerland,Krzysztof Jakubowski,,,,,B2000_april,,
1973,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"18, Chemin de la Gradelle",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer; Appointed in October,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"18, Chemin de la Gradelle",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,addressChange,Observer,,B1975_jan,,
1976,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,,,
1977,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,,,
1978,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,,,
1979,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,B1979_jan,,
